id,name,type,description,race,archetype,tcgplayer price,cardmarket price,ebay price,amazon price,coolstuffinc price
88979991,Killer Needle,Normal Monster,A huge bee with exceptional strength that's particularly dangerous in a swarm.,Insect,,0.17,0.79,0.99,4.19,2.99
13756293,King Dragun,Fusion Monster,"""Lord of D."" + ""Divine Dragon Ragnarok""
Your opponent cannot target Dragon monsters with card effects. Once per turn: You can Special Summon 1 Dragon monster from your hand.",Dragon,,0.53,0.26,7.95,1.26,0.99
67757079,King of the Beasts,Effect Monster,"You can Tribute 1 face-up ""Moja"" you control to Special Summon this card from your hand or Graveyard. There can only be 1 face-up ""King of the Beasts"" on the field.",Beast,,9.32,10.77,14.99,0.93,7.99
36021814,King of the Skull Servants,Effect Monster,"The original ATK of this card is the combined number of ""King of the Skull Servants"" and ""Skull Servant"" in your GY x 1000. When this card is destroyed by battle and sent to the GY: You can banish 1 other ""King of the Skull Servants"" or 1 ""Skull Servant"" from your GY; Special Summon this card.",Zombie,Skull Servant,0.73,0.15,3.34,2.69,0.99
64788463,King's Knight,Effect Monster,"When this card is Normal Summoned while you control ""Queen's Knight"": You can Special Summon 1 ""Jack's Knight"" from your Deck.",Warrior,Knight,0.11,0.07,0.99,6.99,0.25
45452224,Kinka-byo,Spirit Monster,"Cannot be Special Summoned. When this card is Normal Summoned or flipped face-up: You can target 1 Level 1 monster in your GY; Special Summon that target, but banish it when this card leaves the field. Once per turn, during the End Phase, if this card was Normal Summoned or flipped face-up this turn: Return it to the hand.",Beast,,0.35,0.26,3.56,7.42,1.49
10158145,Knightmare Corruptor Iblee,Effect Monster,"When this card is Normal Summoned: You can target 1 Link Monster in your GY; Special Summon it to your field so it points to this card, but change its ATK to 0, also negate its effects. You cannot Special Summon monsters, except Link Monsters. If this card in its owner's control is sent to the GY: You can Special Summon this card to your opponent's field in Defense Position. You can only use this effect of ""Knightmare Corruptor Iblee"" once per turn.",Cyberse,Knightmare,0.66,0.85,19.99,14.75,1.99
39064822,Knightmare Goblin,Link Monster,"2 monsters with different names
If this card is Link Summoned during your turn: You can discard 1 card; if this card was co-linked when this effect was activated, you can draw 1 card, also, during your Main Phase this turn, you can Normal Summon 1 monster from your hand to your zone this card points to, in addition to your Normal Summon/Set. You can only apply this effect of ""Knightmare Goblin"" once per turn. Neither player can target co-linked monsters you control with card effects.",Fiend,Knightmare,2.13,2.44,5.95,4.16,0.99
2857636,Knightmare Phoenix,Link Monster,"2 monsters with different names
If this card is Link Summoned: You can discard 1 card, then target 1 Spell/Trap your opponent controls; destroy it, then, if this card was co-linked when this effect was activated, you can draw 1 card. You can only use this effect of ""Knightmare Phoenix"" once per turn. Co-linked monsters you control cannot be destroyed by battle.",Fiend,Knightmare,0.45,0.68,0.99,4.93,0.99
41201555,Koa'ki Meiru Gravirose,Effect Monster,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Plant-Type monster in you hand. During each of your Standby Phases, you can send 1 Level 3 or lower monster from your Deck to your Graveyard.",Plant,Koa'ki Meiru,1.73,1.01,11.39,1.9,0.0
45041488,Koa'ki Meiru Guardian,Effect Monster,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the GY or reveal 1 Rock monster in your hand. When a monster effect is activated (Quick Effect): You can Tribute this card; negate the activation, and if you do, destroy that monster.",Rock,Koa'ki Meiru,0.44,0.19,1.49,1.49,0.49
14309486,Koa'ki Meiru Overload,Effect Monster,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the GY or reveal 1 Rock monster in your hand. When your opponent would Summon a monster(s) (Quick Effect): You can Tribute this card; negate the Summon, and if you do, destroy that monster(s).",Rock,Koa'ki Meiru,0.2,0.12,0.99,0.69,0.25
74576482,Koa'ki Meiru Sea Panther,Effect Monster,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 WATER monster in your hand. Once per turn, you can send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard to return 1 Spell Card from your Graveyard to the top of your Deck.",Sea Serpent,Koa'ki Meiru,0.23,0.11,0.99,0.25,0.49
72258771,Koa'ki Meiru Valafar,Effect Monster,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard. You can Tribute Summon this monster by Tributing 1 ""Koa'ki Meiru"" monster. This card cannot be destroyed by the effects of Trap Cards. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.",Fiend,Koa'ki Meiru,0.56,0.23,1.99,0.51,0.49
99171160,Kozaky,Normal Monster,A workaholic fiend who devotes everything to his research into the languages of Dark World. His mind has collapsed because of working too hard.,Fiend,Dark World,0.52,0.19,3.99,1.1,0.25
85991529,Kozmo Dark Planet,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing ""Kozmo"" monsters from your hand whose total Levels equal 10 or more, and cannot be Special Summoned by other ways. Cannot be targeted by an opponent's card effects. During either player's turn, when a Spell Card is activated: You can banish 1 ""Kozmo"" monster from your Graveyard; negate the activation, and if you do, destroy that card. If this card is destroyed by battle or card effect and sent to the Graveyard: You can banish this card from your Graveyard; add 1 Level 9 or lower ""Kozmo"" monster from your Deck to your hand.",Machine,Kozmo,4.7,4.8,3.79,5.27,4.99
86013171,Kozmo Scaredy Lion,Effect Monster,"During either player's turn: You can banish this card; Special Summon 1 Level 3 or higher ""Kozmo"" monster from your hand. You can only use this effect of ""Kozmo Scaredy Lion"" once per turn. Once per turn: You can pay 500 LP, then target 3 of your banished ""Kozmo"" monsters; return them to the Graveyard, and if you do, inflict 500 damage to your opponent.",Psychic,Kozmo,0.18,0.14,1.25,0.99,0.25
93302695,Kozmoll Wickedwitch,Effect Monster,"During either player's turn: You can banish this card; Special Summon 1 Level 5 or higher ""Kozmo"" monster from your hand. You can only use this effect of ""Kozmoll Wickedwitch"" once per turn. Once per turn, during either player's turn: You can pay 1000 LP; this turn, this card cannot be destroyed by battle or card effects.",Psychic,Kozmo,0.24,0.13,1.94,0.25,0.39
12385638,Kozmourning,Trap Card,"Monsters destroyed by battle with ""Kozmo"" monsters you control are shuffled into the Deck instead of going to the Graveyard. You can banish this card from your Graveyard; the first time you would take battle damage from a battle involving a ""Kozmo"" monster you control this turn, gain that much LP, instead.",Continuous,Kozmo,0.19,0.11,1.0,0.25,0.25
10698416,Krawler Ranvier,Flip Effect Monster,"FLIP: You can target up to 2 ""Krawler"" monsters in your GY; add them to your hand.
If this face-up card in its owner's control leaves the field because of an opponent's card effect: You can Special Summon 2 ""Krawler"" monsters with different names from your Deck in face-down Defense Position, except ""Krawler Ranvier"". You can only use each effect of ""Krawler Ranvier"" once per turn.",Insect,Krawler,0.19,0.11,0.99,0.25,0.25
82642348,Kryuel,Effect Monster,"When this card is sent to the Graveyard as a result of battle, toss a coin and call it. If you call it right, destroy 1 monster on your opponent's side of the field.",Fiend,,0.17,0.18,1.45,0.99,0.25
87837090,Kuibelt the Blade Dragon,Synchro Monster,"1 Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can target 1 card on the field; destroy it. If this card on the field is destroyed: You can target 1 face-up monster on the field; that monster cannot attack until the end of your opponent's turn. You can only use each effect of ""Kuibelt the Blade Dragon"" once per turn.",Dragon,,0.15,0.2,0.0,0.0,0.25
85705804,Kurama,Normal Monster,A vicious bird that attacks from the skies with its whip-like tail.,Winged Beast,,0.07,0.02,1.0,0.25,0.25
16404809,Kuribandit,Effect Monster,"During the End Phase, if this card was Normal Summoned this turn: You can Tribute this card; excavate the top 5 cards of your Deck, you can add 1 excavated Spell/Trap to your hand, also send the remaining cards to the GY.",Fiend,Kuriboh,0.15,0.06,0.99,2.83,0.25
71036835,Kuribee,Effect Monster,"(This card is always treated as a ""Kuriboh"" card.)
When this card, or another ""Kuriboh"" monster, you control is destroyed by battle: You can add 1 Spell/Trap from your Deck to your hand that lists the card ""Kuriboh"" in its text. You can only use this effect of ""Kuribee"" once per turn. Once per turn, when an opponent's monster declares an attack while you control another ""Kuriboh"" monster: You can change the ATK of all other monsters you control to 0 until the end of this turn, and if you do, negate the attack.",Fiend,Kuriboh,0.33,0.18,1.49,1.05,0.49
88240808,Kycoo the Ghost Destroyer,Effect Monster,When this card inflicts battle damage to your opponent: You can target up to 2 monsters in their Graveyard; banish those targets. Your opponent cannot banish cards from either player's Graveyard.,Spellcaster,,0.64,0.21,18.99,6.0,0.39
56111151,Kyoutou Waterfront,Spell Card,"Each time a card(s) is sent from the field to the GY, place 1 Kaiju Counter on this card for each sent card (max. 5). Once per turn, while 3 or more Kaiju Counters are on this card: You can add 1 ""Kaiju"" monster from your Deck to your hand. If this card would be destroyed by a card effect, you can remove 1 Kaiju Counter from this card instead.",Field,Kaiju,0.4,0.22,1.39,1.99,0.49
2511,Labrynth Cooclock,Effect Monster,"(Quick Effect): You can discard this card; this turn, you can activate 1 Normal Trap Card that was Set this turn, if you control a ""Labrynth"" monster. If a card(s) is sent from your hand to the GY to activate your Normal Trap Card or your ""Labrynth"" card or effect, except ""Labrynth Cooclock"", while this card is in your GY (except during the Damage Step): You can add this card to your hand, or Special Summon it. You can only use each effect of ""Labrynth Cooclock"" once per turn.",Fiend,Labrynth,0.16,0.11,0.99,1.29,0.39
16188701,Lady Debug,Effect Monster,"If this card is Normal or Special Summoned: You can add 1 Level 3 or lower Cyberse monster from your Deck to your hand. You can only use this effect of ""Lady Debug"" once per turn.",Cyberse,,0.7,0.62,3.95,2.48,1.99
81497285,Lady Labrynth of the Silver Castle,Effect Monster,"While you control a Set card, your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. You can only use each of the following effects of ""Lady Labrynth of the Silver Castle"" once per turn. If a ""Labrynth"" card or effect or a Normal Trap Card was activated this turn, except ""Lady Labrynth of the Silver Castle"" (Quick Effect): You can Special Summon this card from your hand in Defense Position. When a Normal Trap Card is activated (Quick Effect): You can Set 1 Normal Trap with a different name directly from your Deck.",Fiend,Labrynth,1.4,1.64,24.99,1.09,9.99
67511500,Lady of D.,Effect Monster,"Your opponent cannot target face-up Dragon-Type monsters you control for attacks. If this card on the field would be destroyed by battle or by a card effect, you can send 1 Dragon-Type monster from your hand to the Graveyard instead.",Spellcaster,,0.22,0.12,6.95,0.39,0.39
74615388,"Laevatein, Generaider Boss of Shadows",XYZ Monster,"2+ Level 9 monsters
You can only control 1 ""Laevatein, Generaider Boss of Shadows"". Monsters your opponent controls lose 1000 ATK/DEF. (Quick Effect): You can Tribute this Xyz Summoned card; Special Summon 1 non-Fairy ""Generaider"" Xyz Monster from your Extra Deck, then you can attach cards from any field and/or GYs to that Special Summoned monster as material, up to the number of materials this card had.",Fairy,Generaider,0.93,0.92,0.0,0.0,11.99
84900597,Lamia,Effect Monster,"If this card is Normal or Special Summoned: You can add 1 Level 8 Reptile monster from your Deck to your hand. If this card is banished: You can target 1 Reptile monster you control; it cannot be destroyed by card effects until the end of the next turn. You can only use each effect of ""Lamia"" once per turn.",Reptile,,0.09,0.05,1.5,0.39,0.99
95993388,Landrobe the Rock Vassal,Effect Monster,"If this card is in your hand: You can target 1 face-up monster your opponent controls; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, also Special Summon this card, and if you do, change that monster to face-down Defense Position. If this card is Tributed for a Tribute Summon: You can target 1 monster with 800 ATK and 1000 DEF in your Graveyard, except ""Landrobe the Rock Vassal""; add it to your hand. You can only use each effect of ""Landrobe the Rock Vassal"" once per turn.",Rock,Vassal,0.23,0.16,0.99,0.25,0.49
94675535,Larvas,Normal Monster,"A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms.",Beast,,0.06,0.23,1.0,0.2,0.25
97970833,Last Resort,Trap Card,"Activate only when your opponent's monster declares an attack. You can select 1 ""Ancient City - Rainbow Ruins"" from your Deck and activate it. If your opponent had an active Field Spell Card when this card was activated, they can draw 1 card.",Normal,,0.2,0.08,0.99,0.66,0.39
42591472,Laughing Flower,Normal Monster,A flower whose laugh can confuse the minds of enemies.,Plant,,0.0,0.0,4.0,0.0,0.0
20394040,Lava Battleguard,Effect Monster,"This card gains 500 ATK for each ""Swamp Battleguard"" you control.",Warrior,Battleguard,0.1,0.18,0.99,1.76,0.39
12986807,Laval the Greater,Synchro Monster,"1 Tuner + 1 or more non-Tuner FIRE monsters
When this card is Synchro Summoned: Send 1 card from your hand to the Graveyard. If this card would be destroyed by a card effect, you can banish 1 ""Laval"" monster from your Graveyard instead.",Warrior,Laval,0.42,0.19,1.19,0.85,0.99
34086406,Lavalval Chain,XYZ Monster,"2 Level 4 monsters
Once per turn: You can detach 1 Xyz Material from this card to activate 1 of these effects;
● Send 1 card from your Deck to the Graveyard.
● Choose 1 monster from your Deck and place it on top of your Deck.",Sea Serpent,Laval,2.95,4.02,43.99,6.03,4.99
21893603,Lee the World Chalice Fairy,Effect Monster,"If this card is Normal or Special Summoned: You can add 1 ""World Chalice"" monster from your Deck to your hand. If this card is in your GY: You can send 1 monster from your hand or field to the GY; add this card to your hand. You can only use each effect of ""Lee the World Chalice Fairy"" once per turn.",Fairy,World Chalice,0.34,0.33,1.99,1.03,0.39
44935634,Lefty Driver,Effect Monster,"If this card is Special Summoned: You can make this card become Level 3 until the end of this turn. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY; add 1 ""Righty Driver"" from your Deck to your hand. You can only use this effect of ""Lefty Driver"" once per turn.",Machine,,0.15,0.06,1.95,0.25,0.25
25614410,Legacy of a HERO,Spell Card,"Return 2 Fusion Monsters from your Graveyard to the Extra Deck that list a ""HERO"" monster as Material; draw 3 cards. You can only activate 1 ""Legacy of a HERO"" per turn.",Normal,HERO,1.43,1.78,5.38,4.99,1.99
60258960,Legendary Flame Lord,Ritual Effect Monster,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Incandescent Ordeal"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove 3 Spell Counters from this card to destroy all monsters on the field except this card.",Spellcaster,,0.22,0.23,2.45,0.99,0.25
85800949,Legendary Knight Critias,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Legend of Heart"". When this card is Special Summoned: You can target 1 face-up Spell/Trap on the field; banish that target. When this card is targeted for an attack: You can target 1 Trap in your GY; Set that target. It can be activated this turn.",Warrior,Legendary Knight,0.17,0.16,5.89,1.44,0.25
84565800,Legendary Knight Hermos,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Legend of Heart"". When this card is Special Summoned: You can target 1 face-up Spell/Trap on the field; banish that target. Once per turn, when this card is targeted for an attack: You can target 1 Effect Monster in your GY; until the End Phase of your next turn, this card's name becomes that target's original name, and replace this effect with that target's original effects.",Warrior,Legendary Knight,0.19,0.18,5.89,1.27,0.25
49721904,Legendary Six Samurai - Kizan,Effect Monster,"If you control a ""Six Samurai"" monster with a different name, you can Special Summon this card (from your hand). While you control 2 or more other ""Six Samurai"" monsters, this card gains 300 ATK and DEF.",Warrior,Six Samurai,1.02,1.04,2.49,15.19,1.49
74094021,Legendary Six Samurai - Mizuho,Effect Monster,"If you control ""Legendary Six Samurai - Shinai"", you can Special Summon this card (from your hand). Once per turn: You can Tribute another face-up ""Six Samurai"" monster, then target 1 card on the field; destroy that target.",Warrior,Six Samurai,0.4,0.24,2.85,0.99,0.79
25280974,Legion the Fiend Jester,Effect Monster,"During your Main Phase, you can Tribute Summon 1 Spellcaster monster in face-up Attack Position, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) If this card is sent from the field to the GY: You can add 1 Spellcaster Normal Monster from your Deck or GY to your hand. You can only use this effect of ""Legion the Fiend Jester"" once per turn.",Spellcaster,Jester,0.25,0.15,4.49,2.65,0.39
62543393,Lekunga,Effect Monster,"You can banish 2 WATER monsters from your Graveyard; Special Summon 1 ""Lekunga Token"" (Plant-Type/WATER/Level 2/ATK 700/DEF 700) in Attack Position.",Plant,,0.18,0.18,1.49,0.99,0.39
62543394,Lekunga Token,Token,"Special Summoned with the effect of ""Lekunga"".",Plant,,0.0,0.0,0.0,0.99,0.0
57201737,Leodrake's Mane,Spell Card,"Select 1 face-up ""Naturia"" monster you control. Its ATK becomes 3000, and its effects are negated, until the End Phase.",Normal,Naturia,0.31,0.16,1.76,1.77,0.25
55444629,Lesser Dragon,Normal Monster,A minor dragon incapable of breathing fire.,Dragon,,0.07,0.53,0.99,0.39,0.39
86223870,Level Retuner,Trap Card,Reduce the Level of 1 face-up monster you control by up to 2.,Normal,,0.03,0.12,0.99,0.59,0.25
38105306,Life Shaver,Trap Card,"You can only control 1 ""Life Shaver"". Once per turn, during your opponent's End Phase: Place 1 counter on this card. During the Main or Battle Phase, if this card has a counter: You can send this card to the GY, then your opponent discards as many cards as possible from their hand, up to the number of counters that were on this card.",Continuous,,0.0,0.0,45.97,0.45,0.0
76214441,Lifeforce Harmonizer,Effect Monster,"When your opponent activates a card's effect that inflicts damage, you can discard this card to negate its activation and destroy it.",Psychic,,0.58,0.35,99.99,1.0,0.0
61399402,Light Dragon @Ignister,XYZ Monster,"2 Level 4 monsters
If a monster(s) you control would be destroyed by card effect, you can detach 1 material from this card instead. You can only use each of the following effects of ""Light Dragon @Ignister"" once per turn.
● You can detach 1 material from this card; destroy face-up monsters your opponent controls, up to the number of ""@Ignister"" monsters you control.
● When another Cyberse monster you control inflicts battle damage to your opponent: You can Special Summon 1 Link Monster from your GY.",Cyberse,@Ignister,0.09,0.06,1.49,0.25,0.25
54766667,Light Effigy,Effect Monster,"If you Tribute Summon a LIGHT Normal Monster, you can treat this 1 monster as 2 Tributes.",Fairy,,0.2,0.08,3.95,1.47,0.25
52253888,Light Law Medium,Effect Monster,"At the start of your opponent's Battle Phase: You can target any number of Attack Position monsters your opponent controls; this turn, while this card is in your Monster Zone, those monsters must attack this card, if able. Once per turn, when an attack is declared involving this card and an opponent's Attack Position monster: You can negate that attack, and if you do, inflict damage to your opponent equal to half that opponent's monster's original ATK.",Fairy,,0.06,0.05,0.99,0.45,0.39
44595286,Light of Judgment,Trap Card,"If ""The Sanctuary in the Sky"" is on the field: Discard 1 LIGHT monster to the GY; apply 1 of the following effects.
● Look at your opponent's hand and discard 1 card from their hand.
● Send 1 card your opponent controls to the GY.",Normal,,0.16,0.11,0.99,0.25,0.25
72554664,Light of the Branded,Spell Card,"Target 1 Fusion Monster on the field or in either GY; return it to the Extra Deck, then you can Special Summon 1 ""Fallen of Albaz"" from your GY to your field and 1 monster from your opponent's GY to their field. You can only activate 1 ""Light of the Branded"" per turn.",Quick-Play,Branded,0.06,0.12,1.39,0.0,0.39
22653490,Lightning Chidori,XYZ Monster,"2 Level 4 WIND monsters
If this card is Xyz Summoned: Target 1 Set card your opponent controls; return that target to the bottom of the Deck. Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up card your opponent controls; return that target to the top of the Deck.",Thunder,,4.34,4.32,3.99,1.98,5.99
49389523,Lightning Tricorn,Synchro Monster,"1 Tuner + 1 or more non-Tuner Beast-Type monsters
If this card is destroyed by your opponent's card (either by battle or by card effect), you can select 1 ""Thunder Unicorn"" or ""Voltic Bicorn"" in your Graveyard and Special Summon it.",Beast,,0.82,0.72,3.4,3.75,0.0
87259077,Lightning Warrior,Synchro Monster,"1 Tuner + 1 or more non-Tuner monsters
If this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict 300 damage to your opponent for each card in your opponent's hand.",Warrior,,0.54,0.36,3.52,4.95,0.99
82579942,Lightray Madoor,Effect Monster,"If 3 or more of your LIGHT monsters are banished, you can Special Summon this card (from your hand). Once per turn, this card cannot be destroyed by battle.",Spellcaster,Madoor,0.16,0.04,3.95,0.25,0.25
91349449,Lightray Sorcerer,Effect Monster,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) while 3 or more of your LIGHT monsters are banished, and cannot be Special Summoned by other ways. Once per turn: You can target 1 of your banished LIGHT monsters and 1 face-up monster on the field; shuffle the first target into the Deck, and if you do, banish the second target. This card cannot attack during the turn you activate this effect.",Spellcaster,,0.21,0.1,3.95,0.25,0.25
86607583,Limit Code,Trap Card,"If you have any Cyberse Link Monsters in your GY: Place 1 counter on this card for each of those monsters, and if you do, Special Summon 1 ""Code Talker"" monster from your Extra Deck, and equip it with this card. When this card leaves the field, destroy the equipped monster. Once per turn, during your End Phase: Remove 1 counter from this card. If you cannot, destroy it. You can only activate ""Limit Code"" once per Duel.",Normal,Code Talker,0.06,0.08,0.99,0.25,0.25
27551,Limit Reverse,Trap Card,"Target 1 monster with 1000 or less ATK in your Graveyard; Special Summon it in Attack Position. If the target is changed to Defense Position, destroy it and this card. When this card leaves the field, destroy the target. When the target is destroyed, destroy this card.",Continuous,,0.22,0.02,0.99,1.08,0.25
92450185,Limiter Overload,Trap Card,"If this card is sent to the Graveyard: Special Summon 1 ""Speed Warrior"" from your hand, Deck, or Graveyard.",Normal,,0.15,0.09,0.99,0.25,0.25
73287067,Link Burst,Spell Card,"Target 1 Link Monster you control and 1 monster your opponent controls; destroy them, then draw 1 card. You can only activate 1 ""Link Burst"" per turn.",Normal,,0.03,0.04,0.99,14.43,0.49
30342076,Link Decoder,Link Monster,"1 Level 4 or lower Cyberse monster
If this card is sent to the GY as Link Material for a Cyberse monster with 2300 or more original ATK: You can Special Summon this card, but banish it when it leaves the field. You can only use this effect of ""Link Decoder"" once per turn.",Cyberse,,0.19,0.16,0.0,0.0,0.99
54635100,Linkerbell,Link Monster,"2 monsters
You cannot Link Summon this card unless you have at least 3 more cards in your Extra Deck than your opponent's.",Fairy,,0.08,0.03,0.99,0.45,0.49
4611269,Lion Alligator,Effect Monster,"While you control a Reptile-Type monster (other than this card), if a Reptile-Type monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.",Reptile,Alligator,0.12,0.05,2.95,0.2,0.25
61692648,Lionhearted Locomotive,Effect Monster,When this card declares an attack: Its ATK becomes half its original ATK until the end of the Damage Step.,Machine,Train,0.1,0.04,0.99,0.84,0.39
93108297,Liquid Beast,Normal Monster,A liquid life form that thrives on water.,Aqua,,0.06,0.33,0.99,0.2,0.25
90790253,Little-Winguard,Effect Monster,"Once per turn, during your End Phase: You can change the battle position of this card.",Warrior,,0.11,0.1,0.99,1.2,0.25
73810864,Live☆Twin Lil-la,Effect Monster,"Your opponent must pay 500 LP to declare an attack. If this card is Normal or Special Summoned and you control no other monsters: You can Special Summon 1 ""Ki-sikil"" monster from your hand or Deck. You can only use this effect of ""Live☆Twin Lil-la"" once per turn.",Cyberse,Live☆Twin,0.19,0.22,0.0,0.0,1.49
37582948,Live☆Twin Sunny's Snitch,Spell Card,"When this card is activated: You can add 1 ""Live☆Twin"" monster from your Deck to your hand. While you control an ""Evil★Twin"" monster, each time your opponent Normal or Special Summons a monster(s), you gain 200 LP, and if you do, inflict 200 damage to your opponent. You can only activate 1 ""Live☆Twin Sunny's Snitch"" per turn.",Continuous,Live☆Twin,0.13,0.48,0.0,0.0,0.39
34959756,Living Fossil,Spell Card,"Activate this card by targeting 1 Level 4 or lower monster in your GY; Special Summon it and equip it with this card, but banish it when it leaves the field (even if this card has left the field). When this card leaves the field, banish the equipped monster. The equipped monster loses 1000 ATK/DEF, also its effects are negated. You can only activate 1 ""Living Fossil"" per turn.",Equip,,0.29,0.11,0.99,0.9,0.49
52346240,Lock Cat,Effect Monster,"When this card is Normal Summoned, you can select 1 Level 1 Beast-Type monster in your Graveyard and Special Summon it in face-up Defense Position. Its effects are negated.",Beast,,0.24,0.14,3.95,0.25,0.25
40320754,Lord Poison,Effect Monster,"If this card is destroyed by battle and sent to the Graveyard: Target 1 Plant-Type monster in your Graveyard, except ""Lord Poison""; Special Summon that target.",Plant,,0.15,0.16,0.99,2.44,0.49
58786132,Lucius the Shadow Vassal,Effect Monster,"You can banish 1 Level 5 or higher monster from your Graveyard; Special Summon this card from your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is Tributed for a Tribute Summon: You can look at all Set cards your opponent controls. Your opponent cannot activate cards or effects in response to this effect's activation. You can only use each effect of ""Lucius the Shadow Vassal"" once per turn.",Fiend,Vassal,0.17,0.11,1.75,0.25,0.25
68762510,Lucky Pied Piper,Gemini Monster,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
● When this card destroys an opponent's monster by battle and sends it to the Graveyard, draw 1 card.",Fairy,,0.21,0.14,18.0,0.25,0.0
39238953,Lullaby of Obedience,Spell Card,"Pay 2000 LP and declare 1 Monster Card name; your opponent looks at their Deck, reveals 1 of the declared monsters if there is any, and chooses 1 of these effects to be applied.
● The declared monster is added to the hand of the player who activated this card.
● The player who activated this card Special Summons the declared monster to their field in Attack Position, ignoring its Summoning conditions.",Normal,,1.18,0.48,3.95,3.17,1.99
57115864,Lumenize,Trap Card,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and 1 face-up LIGHT monster you control gains ATK equal to that target's ATK, until your next End Phase.",Normal,,0.29,0.18,2.42,0.49,0.49
95503687,"Lumina, Lightsworn Summoner",Effect Monster,"Once per turn: You can discard 1 card, then target 1 Level 4 or lower ""Lightsworn"" monster in your GY; Special Summon that target. Once per turn, during your End Phase: Send the top 3 cards of your Deck to the GY.",Spellcaster,Lightsworn,0.33,0.5,0.99,2.0,0.99
11317977,Lunalight Black Sheep,Effect Monster,"You can discard this card, then activate 1 of these effects;
● Add 1 ""Lunalight"" monster from your Graveyard to your hand, except ""Lunalight Black Sheep"".
● Add 1 ""Polymerization"" from your Deck to your hand.
If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon: You can add to your hand, 1 face-up ""Lunalight"" Pendulum Monster from your Extra Deck or 1 ""Lunalight"" monster from your Graveyard, except ""Lunalight Black Sheep"".",Beast-Warrior,Lunalight,0.33,0.29,2.0,1.8,0.25
87931906,Lunalight Fusion,Spell Card,"Fusion Summon 1 ""Lunalight"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If your opponent controls a monster that was Special Summoned from the Extra Deck, you can also use 1 ""Lunalight"" monster in your Deck or Extra Deck as Fusion Material. You can only activate 1 ""Lunalight Fusion"" per turn.",Normal,Lunalight,0.14,0.08,0.99,2.85,0.79
48427163,Lunalight Purple Butterfly,Effect Monster,"You can send this card from your hand or field to the Graveyard, then target 1 ""Lunalight"" monster you control; it gains 1000 ATK until the end of this turn. You can banish this card from your Graveyard; Special Summon 1 ""Lunalight"" monster from your hand. You can only use this effect of ""Lunalight Purple Butterfly"" once per turn.",Beast-Warrior,Lunalight,0.26,0.04,1.0,1.28,0.25
11193246,Lunalight Reincarnation Dance,Trap Card,"If a monster(s) you control is destroyed by battle or card effect: Add up to 2 ""Lunalight"" monsters from your Deck to your hand. You can only activate 1 ""Lunalight Reincarnation Dance"" per turn.",Normal,Lunalight,0.37,0.16,0.99,1.8,0.79
83190280,Lunalight Tiger,Pendulum Effect Monster,"[ Pendulum Effect ] 
Once per turn: You can target 1 ""Lunalight"" monster in your Graveyard; Special Summon it, but it cannot attack, its effects are negated, also it is destroyed during the End Phase.
[ Monster Effect ] 
If this card on the field is destroyed by battle or card effect: You can target 1 ""Lunalight"" monster in your Graveyard; Special Summon it. You can only use this effect of ""Lunalight Tiger"" once per turn.",Beast-Warrior,Lunalight,0.49,0.34,1.9,1.14,0.99
17658803,Luster Dragon #2,Normal Monster,"This dragon feeds on emerald. Enchanted by this monster even when attacked, few people live to tell of its beauty.",Dragon,,0.21,0.11,0.99,0.01,0.25
